name,address,suburb,category,seating_type,seats,latitude,longitude,census_year
Loco Bar,"Part Mezzanine 0, 99-0 Spencer Street DOCKLANDS 3008",Docklands,Cafes and Restaurants,indoor,88,-37.81767874,144.952084001,2006
Hungry Jacks,"Ground 0, 167-0 Spencer Street DOCKLANDS 3008",Docklands,Cafes and Restaurants,outdoor,32,-37.81450846,144.950792137,2006
Restaurants,140 Harbour Esplanade DOCKLANDS 3008,Docklands,Cafes and Restaurants,indoor,2640,-37.81650633,144.94755965,2006
The Harbour Kitchen,"Shop 1, 800 Bourke Street DOCKLANDS 3008",Docklands,Catering Services,outdoor,100,-37.8188853,144.945131951,2006
Lounge Room,28 Newquay Promenade DOCKLANDS 3008,Docklands,Cafes and Restaurants,indoor,90,-37.81434665,144.94214861,2006
Brot,28 Newquay Promenade DOCKLANDS 3008,Docklands,Cafes and Restaurants,indoor,25,-37.81434665,144.94214861,2006
Brot,28 Newquay Promenade DOCKLANDS 3008,Docklands,Cafes and Restaurants,outdoor,8,-37.81434665,144.94214861,2006
Bopha Devi Docklands,27 Caravel Lane DOCKLANDS 3008,Docklands,Cafes and Restaurants,outdoor,8,-37.8149277,144.940668913,2006
Saganaki Greek Cusine & Grill,62 Caravel Lane DOCKLANDS 3008,Docklands,Cafes and Restaurants,indoor,100,-37.8149277,144.940668913,2006
Beach,"Shop 120, Level 1, 427-0 Docklands Drive DOCKLANDS 3008",Docklands,Cafes and Restaurants,outdoor,100,-37.81516472,144.939017942,2006
Mamma Woks,"Shop 14, 427-0 Docklands Drive DOCKLANDS 3008",Docklands,Cafes and Restaurants,outdoor,21,-37.81516472,144.939017942,2006
Starbucks Waterfront City,"Shop 1, 439-441 Docklands Drive DOCKLANDS 3008",Docklands,Cafes and Restaurants,outdoor,60,-37.81516472,144.939017942,2006
James Squire Brewhouse,"Shop 16, 439-441 Docklands Drive DOCKLANDS 3008",Docklands,Cafes and Restaurants,outdoor,210,-37.81516472,144.939017942,2006
Fix - Jamm Room,"Shop 119, Level 1, 439-0 Docklands Drive DOCKLANDS 3008",Docklands,"Pubs, Taverns and Bars",outdoor,16,-37.81516472,144.939017942,2006
Rostil Restaurant,87 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,90,-37.81543108,144.97140194,2005
Artistic@Pacificinternational,27-33 City Road SOUTHBANK 3006,Southbank,Cafes and Restaurants,indoor,46,-37.82169318,144.966890765,2005
Times 2 Cafe,"Ground , 553 St Kilda Road MELBOURNE 3004",Melbourne (Remainder),Cafes and Restaurants,indoor,70,-37.84685436,144.980387659,2005
Cafe Dom - The Granite Bar,"Part Ground , 499 St Kilda Road MELBOURNE 3004",Melbourne (Remainder),Cafes and Restaurants,indoor,170,-37.84331875,144.979085624,2005
Schwob'S Swiss Gourmet Sandwich Bar,"Part Ground , 509 St Kilda Road MELBOURNE 3004",Melbourne (Remainder),Cafes and Restaurants,indoor,62,-37.84410468,144.979371818,2005
Llama Bar,"Shop 5, Mid Lvl , 3 Southgate Avenue SOUTHBANK 3006",Southbank,Cafes and Restaurants,indoor,62,-37.8206646,144.96628251,2005
Zampelis Cafe Greco,"Shop 18, Ground , 8 Whiteman Street SOUTHBANK 3006",Southbank,Cafes and Restaurants,outdoor,100,-37.82312301,144.958669665,2005
Riverside Deli & Coffee House,"Shop 2, Ground , 474 Flinders Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,50,-37.8197432,144.958281605,2005
The Trust Bar,"Unit 1, 29-0 Market Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,120,-37.8186472,144.960430048,2005
Mr Birds Myo,"Ground , 103 Flinders Lane MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,50,-37.81556866,144.970973711,2005
Swish Cafe,68-70 King Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,35,-37.81863859,144.957044361,2005
Kourys Coffee Lounge,"Part Ground , 389 Market Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,43,-37.81848932,144.96114339,2005
Moylans Cafe Restaurant,"Basement , 386 Collins Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,110,-37.81764948,144.961080616,2005
Cafe Espresso,"Ground , 417 Collins Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,16,-37.8174695,144.960877534,2005
Healthy Appetite,"Shop 3, Part Ground 0, 440-0 Collins Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,30,-37.81703375,144.959771769,2005
Healthy Appetite,"Shop 3, Part Ground 0, 440-0 Collins Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,10,-37.81703375,144.959771769,2005
City Baths Cafe,420 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,43,-37.80700834,144.96339574,2005
Mercat Cross Hotel,143-151 Therry Street MELBOURNE 3000,Melbourne (CBD),"Pubs, Taverns and Bars",outdoor,130,-37.80792292,144.958380541,2005
Sunmart Sushi,"Part Ground 0, 530-0 Collins Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,40,-37.81767497,144.956844258,2005
Elektrik Cafe,114-116 Franklin Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,50,-37.80819852,144.958946146,2005
Nauru House Cafe,"Shop 8, 80 Collins Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,50,-37.81354462,144.970682048,2005
The Exchange Hotel,"Part Ground , 120 King Street MELBOURNE 3000",Melbourne (CBD),"Pubs, Taverns and Bars",indoor,300,-37.81703294,144.956417307,2005
Stassi,"Part Ground 0, 350-0 Queen Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,6,-37.8102505,144.959247202,2005
Stassi,"Part Ground 0, 350-0 Queen Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,52,-37.8102505,144.959247202,2005
Mi Casa Estu Casa,211-213 Franklin Street MELBOURNE 3000,Melbourne (CBD),"Pubs, Taverns and Bars",outdoor,8,-37.80971949,144.957838462,2005
Gypsy'S Cafe,"Ground , 480 Bourke Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,12,-37.81506689,144.959473587,2005
Sushi Max,"Shop 2, 398 Elizabeth Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,11,-37.80933868,144.961343329,2005
Sushi Max,"Shop 2, 398 Elizabeth Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,34,-37.80933868,144.961343329,2005
Mulcahy'S Fine Food Cafe,"Ground , 482 Bourke Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,10,-37.81509157,144.959388916,2005
Langleys,670-670 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,10,-37.81627136,144.954046607,2005
Medusa,185-199 Queen Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,16,-37.81428721,144.959978141,2005
Mulcahy'S Fine Food Cafe,"Ground , 482 Bourke Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,30,-37.81509157,144.959388916,2005
Shark Fin House,131-135 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,180,-37.81199904,144.968866705,2005
Schwobs Swiss,"Rear Ground , 485 La Trobe Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,25,-37.81275305,144.954960915,2005
Concrete Kouzina Restaurant,"Shop 1, 168 Lonsdale Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,18,-37.81056876,144.96737907,2005
Cafe Silvestro Pty Ltd,536 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,35,-37.8135943,144.953243704,2005
Kitty Gallery Cafe,"Shop 2, UprGround , 108 Bourke Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,35,-37.8117044,144.969787188,2005
Nyonya Restaurant,14-16 Market Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,100,-37.81187398,144.969467246,2005
Cafe 555,Part 555-0 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,16,-37.81327436,144.952905577,2005
Sillitto The Italian Touch,Part 275 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,60,-37.80938459,144.968916003,2005
Georges On Lonsdale,552 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,15,-37.81385183,144.955887417,2005
Legals Cafe Restaurant,"Shop 1, 456 Lonsdale Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,12,-37.81298225,144.958623229,2005
Spring Street Deli,"Shop 1, 201 Spring Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,8,-37.81012834,144.972068819,2005
Thai City,103 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,70,-37.81049441,144.969263517,2005
Lonsdale Deli,"Ground , 19-21 Lonsdale Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,30,-37.80982017,144.971540661,2005
Sposabella,10 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,60,-37.81347798,144.956026441,2005
Wh? Not Cafe & Bar,"Part Ground 0, 55-0 Lonsdale Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,80,-37.81005822,144.97072432,2005
Five 2 Five,523-525 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,150,-37.8131137,144.956406547,2005
Delitalia,"Shop , 535 Little Lonsdale Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,6,-37.81347798,144.956026441,2005
Cibo,"Shop , 535 Little Lonsdale Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,12,-37.81347798,144.956026441,2005
Legals Cafe Restaurant,"Shop 1, 456 Lonsdale Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,94,-37.81298225,144.958623229,2005
Bbq King Restaurant,157-159 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,25,-37.81093742,144.967872148,2005
Georges On Lonsdale,552 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,53,-37.81385183,144.955887417,2005
Wh? Not Cafe & Bar,"Part Ground 0, 55-0 Lonsdale Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,20,-37.81005822,144.97072432,2005
Kava,"Ground , 113 Lonsdale Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,6,-37.81056674,144.969020501,2005
Lei Gardens Restaurant,"Ground , 11-17 Cohen Place MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,16,-37.81104436,144.968924606,2005
Kava,"Ground , 113 Lonsdale Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,44,-37.81056674,144.969020501,2005
The Angliss & Occasions Restaurant,"Building 0, 550-0 La Trobe Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,120,-37.81327436,144.952905577,2005
Lonsdale Deli,"Ground , 19-21 Lonsdale Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,10,-37.80982017,144.971540661,2005
Lei Gardens Restaurant,"Ground , 11-17 Cohen Place MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,20,-37.81104436,144.968924606,2005
Concrete Kouzina Restaurant,"Shop 1, 168 Lonsdale Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,60,-37.81056876,144.96737907,2005
Cafe Cosmic,309 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,22,-37.80874261,144.968733809,2005
Cafe Argus,290 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,80,-37.81001568,144.960858995,2005
Cafe Tiffany,"Ground , 562 Little Bourke Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,70,-37.81501841,144.955678914,2005
Druids Swanston,"Unit 2, Ground , 407 Swanston Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,46,-37.80895731,144.963189112,2005
Druids Swanston,"Unit 2, Ground , 407 Swanston Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,75,-37.80895731,144.963189112,2005
Milano Coffee House,"Building 8, Part Level 4, 360-0 La Trobe Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,73,-37.80818503,144.964559885,2005
City Baths Cafe,420 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,23,-37.80700834,144.96339574,2005
Mi Casa Estu Casa,211-213 Franklin Street MELBOURNE 3000,Melbourne (CBD),"Pubs, Taverns and Bars",indoor,70,-37.80971949,144.957838462,2005
Cafe Argus,290 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,13,-37.81001568,144.960858995,2005
Mercat Cross Hotel,143-151 Therry Street MELBOURNE 3000,Melbourne (CBD),"Pubs, Taverns and Bars",indoor,120,-37.80792292,144.958380541,2005
181 Domain,181-181 Domain Road SOUTH YARRA 3141,South Yarra,Cafes and Restaurants,indoor,50,-37.83431566,144.9820458,2005
181 Domain,181-181 Domain Road SOUTH YARRA 3141,South Yarra,Cafes and Restaurants,outdoor,12,-37.83431566,144.9820458,2005
Alf'S Cafe,"Shop 2, 23-87 Commercial Road MELBOURNE 3004",Melbourne (Remainder),Cafes and Restaurants,indoor,244,-37.8463373,144.982673446,2005
Alf'S Cafe,"Shop 2, 23-87 Commercial Road MELBOURNE 3004",Melbourne (Remainder),Cafes and Restaurants,outdoor,112,-37.8463373,144.982673446,2005
Cervo Cafe Bar,"Shop 28, Ground , 8 Whiteman Street SOUTHBANK 3006",Southbank,Cafes and Restaurants,outdoor,40,-37.82312301,144.958669665,2005
Cervo Cafe Bar,"Shop 28, Ground , 8 Whiteman Street SOUTHBANK 3006",Southbank,Cafes and Restaurants,indoor,70,-37.82312301,144.958669665,2005
Cecconi'S,"Shop 1, Ground , 8 Whiteman Street SOUTHBANK 3006",Southbank,Cafes and Restaurants,indoor,200,-37.82312301,144.958669665,2005
Lucky Chan'S Seafood Restaurant,"Shop 42, Ground , 8 Whiteman Street SOUTHBANK 3006",Southbank,Cafes and Restaurants,indoor,140,-37.82312301,144.958669665,2005
Schwob'S Swiss Gourmet Sandwich Bar,"Part Ground , 509 St Kilda Road MELBOURNE 3004",Melbourne (Remainder),Cafes and Restaurants,outdoor,18,-37.84410468,144.979371818,2005
Garden Restaurant/Cyber Cafe/Mezzanine Cafe,180-0 St Kilda Road SOUTHBANK 3006,Southbank,Cafes and Restaurants,indoor,290,-37.82281838,144.968643286,2005
Zampelis Cafe Greco,"Shop 18, Ground , 8 Whiteman Street SOUTHBANK 3006",Southbank,Cafes and Restaurants,indoor,200,-37.82312301,144.958669665,2005
Miyako,"Restaurant 1, Mid Lvl , 3 Southgate Avenue SOUTHBANK 3006",Southbank,Cafes and Restaurants,indoor,80,-37.8206646,144.96628251,2005
Walters Wine & Food Store,"Shop 1, Upper Lvl , 3 Southgate Avenue SOUTHBANK 3006",Southbank,Cafes and Restaurants,outdoor,20,-37.8206646,144.96628251,2005
Cafe 501,Part 501 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,38,-37.80710849,144.961995671,2005
Cafe 501,Part 501 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,40,-37.80710849,144.961995671,2005
Food By Stax,"Ground , 16 Little La Trobe Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,24,-37.80909294,144.96295652,2005
Wings 433 Cafe,433 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,28,-37.80885999,144.96035335,2005
Yummy Yummy 2,"Ground , 437-439 Elizabeth Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,2,-37.8088113,144.960246372,2005
Yummy Yummy 2,"Ground , 437-439 Elizabeth Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,80,-37.8088113,144.960246372,2005
Kivotos Cafe Bar,312 Russell Street MELBOURNE 3000,Melbourne (CBD),"Pubs, Taverns and Bars",indoor,40,-37.80932712,144.966825993,2005
Maya'S Kitchen,"Part Level 5, 414 La Trobe Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,88,-37.81123862,144.957123509,2005
Cafe 555,Part 555-0 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,45,-37.81327436,144.952905577,2005
Salt Five : Thirteen,"Restaurant , 585 La Trobe Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,50,-37.81337162,144.951888431,2005
New Chatterbox Cafe,"Ground , 318-322 King Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,12,-37.81270203,144.954323882,2005
New Chatterbox Cafe,"Ground , 318-322 King Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,70,-37.81270203,144.954323882,2005
The Curry Grove,"Ground , 300 Russell Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,40,-37.80951804,144.966913416,2005
Spring Street Deli,"Shop 1, 201 Spring Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,23,-37.81012834,144.972068819,2005
Schwobs Swiss,"Rear Ground , 485 La Trobe Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,74,-37.81275305,144.954960915,2005
Le Kandyan Resturant,"Shop , 535 Little Lonsdale Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,40,-37.81347798,144.956026441,2005
Cibo,"Shop , 535 Little Lonsdale Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,22,-37.81347798,144.956026441,2005
Delitalia,"Shop , 535 Little Lonsdale Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,33,-37.81347798,144.956026441,2005
David & Camy Noodle Restaurant,"Ground , 22-26 Corrs Lane MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,112,-37.81099925,144.968334334,2005
The Sen Bar,231-233 Exhibition Street MELBOURNE 3000,Melbourne (CBD),"Pubs, Taverns and Bars",indoor,78,-37.81051241,144.969529991,2005
Pho Dzung Vietnamese Restaurant,234B Russell Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,80,-37.81098407,144.96765378,2005
Idea Fine Food & Wine,146-0 Russell Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,145,-37.81132924,144.968004154,2005
Sposabella,10 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,20,-37.81347798,144.956026441,2005
Madam Fang,27-29 Crossley Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,50,-37.81125826,144.970943426,2005
Lantana Restaurant & Bar,"Ground , 35 Little Bourke Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,8,-37.81094484,144.971839432,2005
Cafe Tiffany,"Ground , 562 Little Bourke Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,23,-37.81501841,144.955678914,2005
The Essoign Club,"Part Level 1, 205-0 William Street MELBOURNE 3000",Melbourne (CBD),Clubs (Hospitality),indoor,200,-37.81427957,144.957156481,2005
Cafe Forson,"Shop 3, Ground , 221-231 Queen Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,55,-37.81355497,144.959763729,2005
Restaurant Nihonbashi Zen,"Shop 5, 83-89 Exhibition Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,60,-37.81128901,144.969920584,2005
Shoya Restaurant,23-27 Market Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,120,-37.81174079,144.969124169,2005
Legalities,"Shop 1, Ground , 471 Little Bourke Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,12,-37.81456934,144.959053722,2005
Rhumbarallas,23-29 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,16,-37.81181137,144.97240357,2005
Rhumbarallas,23-29 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,150,-37.81181137,144.97240357,2005
Charltons Pool Hall,"Floor 2, 2 Bourke Street MELBOURNE 3000",Melbourne (CBD),Health and Fitness Centres and Gymnasia Operation,indoor,50,-37.81206254,144.968545341,2005
Gypsy'S Cafe,"Ground , 480 Bourke Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,32,-37.81506689,144.959473587,2005
Felice,"Part Ground , 461 Bourke Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,24,-37.81547404,144.960198073,2005
Nauru House Cafe,"Shop 8, 80 Collins Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,60,-37.81354462,144.970682048,2005
Menzies Tavern,"Part Level 1, 525 Collins Street MELBOURNE 3000",Melbourne (CBD),"Pubs, Taverns and Bars",indoor,150,-37.8175352,144.957482691,2005
La Cantina,"Basement , 8 Bank Place MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,20,-37.81669145,144.960651729,2005
La Cantina,"Basement , 8 Bank Place MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,85,-37.81669145,144.960651729,2005
Urban Rush Cafe,451 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,16,-37.81679319,144.960005936,2005
Dirty Martini,"Basement , 412 Collins Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,11,-37.81699097,144.960498485,2005
Dirty Martini,"Basement , 412 Collins Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,55,-37.81699097,144.960498485,2005
Ortigia Pizzaeria,"Shop 1, Ground 0, 435-0 Little Collins Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,10,-37.81638953,144.96009875,2005
Ortigia Pizzaeria,"Shop 1, Ground 0, 435-0 Little Collins Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,8,-37.81638953,144.96009875,2005
In & Out Cafe,"Ground , 98 Collins Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,36,-37.81867684,144.954359995,2005
Hidden On Malthouse,Rear 88 Flinders Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,60,-37.81587795,144.97168505,2005
Cafe Momento,"Part Ground , 459 Collins Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,245,-37.81817861,144.958933179,2005
Bite,"Ground , 133-135 Flinders Lane MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,48,-37.81573669,144.970167934,2005
Full Plate Cafe,"Part Ground , 517-537 Flinders Lane MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,80,-37.81988622,144.956611167,2005
Mothers Bar & Bistro,"Gnd & Bmt , 26 King Street MELBOURNE 3000",Melbourne (CBD),"Pubs, Taverns and Bars",indoor,80,-37.81953072,144.957475432,2005
Hudson'S Coffee,"Shop 3, 15-0 William Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,16,-37.81921707,144.959197028,2005
Kourys Coffee Lounge,"Part Ground , 389 Market Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,25,-37.81848932,144.96114339,2005
Lantana Restaurant & Bar,"Ground , 35 Little Bourke Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,90,-37.81094484,144.971839432,2005
Wong Shing Kee Chinese Restaurant,166 Russell Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,53,-37.81232126,144.96821685,2005
Luck Cup,"Ground , 164-166 Bourke Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,57,-37.81247391,144.968395364,2005
3 Georges Restaurant,173-175 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,32,-37.81158844,144.970057296,2005
Times 2 Cafe,"Ground , 553 St Kilda Road MELBOURNE 3004",Melbourne (Remainder),Cafes and Restaurants,outdoor,30,-37.84685436,144.980387659,2005
Backstage Deli,165-167 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,33,-37.81171033,144.97010503,2005
Cantina Tre Venti,"Ground , 320-322 St Kilda Road SOUTHBANK 3006",Southbank,Cafes and Restaurants,indoor,40,-37.82941606,144.970696203,2005
Bite Com Au Pty Ltd,"Rear Ground , 505 St Kilda Road MELBOURNE 3004",Melbourne (Remainder),Cafes and Restaurants,indoor,85,-37.84371184,144.979232364,2005
Mobile Coffee Carts,100 St Kilda Road SOUTHBANK 3006,Southbank,Cafes and Restaurants,outdoor,45,-37.82094604,144.968238227,2005
Bite Com Au Pty Ltd,"Rear Ground , 505 St Kilda Road MELBOURNE 3004",Melbourne (Remainder),Cafes and Restaurants,outdoor,25,-37.84371184,144.979232364,2005
Waterfront Seafood & Grill,"Shop 19, Ground , 8 Whiteman Street SOUTHBANK 3006",Southbank,Cafes and Restaurants,indoor,190,-37.82312301,144.958669665,2005
Waterfront Seafood & Grill,"Shop 19, Ground , 8 Whiteman Street SOUTHBANK 3006",Southbank,Cafes and Restaurants,outdoor,100,-37.82312301,144.958669665,2005
Walters Wine & Food Store,"Shop 1, Upper Lvl , 3 Southgate Avenue SOUTHBANK 3006",Southbank,Cafes and Restaurants,indoor,30,-37.8206646,144.96628251,2005
Romanis,"Part Basement , 437 St Kilda Road MELBOURNE 3004",Melbourne (Remainder),Cafes and Restaurants,indoor,100,-37.83909997,144.977544961,2005
The Oak Tree Deli,"Shop , 54-68 Kavanagh Street SOUTHBANK 3006",Southbank,Cafes and Restaurants,indoor,50,-37.8240948,144.963738199,2005
Food Lovers Cafe Deli,"Ground , 163 Queen Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,72,-37.81468125,144.96023379,2005
Medusa,185-199 Queen Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,57,-37.81428721,144.959978141,2005
Legalities,"Shop 1, Ground , 471 Little Bourke Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,80,-37.81456934,144.959053722,2005
Langleys,670-670 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,75,-37.81627136,144.954046607,2005
Blackjack,"Ground , 173 King Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,6,-37.81608613,144.955269522,2005
Red Sun Noodle Bar,37 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,40,-37.81278577,144.972502096,2005
Fare Exchange Cafe,"Shop 9, 532 Little Collins Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,20,-37.81687002,144.957097522,2005
Fare Exchange Cafe,"Shop 9, 532 Little Collins Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,60,-37.81687002,144.957097522,2005
Felice,"Part Ground , 461 Bourke Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,50,-37.81547404,144.960198073,2005
